userid,gender,no_of_days,no_os_calls,enrolled
9878,Male,11,4,No
9879,Male,12,1,No
9880,Female,14,7,Yes
9881,Female,13,4,No
9882,Female,29,4,Yes
9883,Female,10,4,Yes
9884,Male,18,3,Yes
9885,Female,16,8,Yes
9886,Female,5,4,No
9887,Male,8,8,Yes
9888,Male,14,9,No
9889,Male,5,1,No
9890,Male,26,4,Yes
9891,Male,28,6,Yes
9892,Female,24,8,No
9893,Male,8,6,No
9894,Female,25,6,Yes
9895,Female,26,4,Yes
9896,Male,6,9,Yes
9897,Female,16,7,No
9898,Female,28,6,Yes
9899,Male,4,1,Yes
9900,Female,12,2,Yes
9901,Female,11,6,Yes
9902,Female,3,1,No
9903,Male,12,5,No
9904,Male,30,1,Yes
9905,Male,5,3,No
9906,Female,6,7,Yes
9907,Male,19,5,No
9908,Female,18,1,No
9909,Male,16,1,Yes
9910,Female,23,8,Yes
9911,Male,11,9,Yes
9912,Male,5,7,Yes
9913,Female,9,3,No
9914,Male,3,6,Yes
9915,Female,30,3,Yes
9916,Male,8,4,Yes
9917,Male,6,4,Yes
9918,Female,4,3,Yes
9919,Female,12,6,Yes
9920,Female,12,5,No
9921,Male,25,9,Yes
9922,Female,21,9,No
9923,Male,16,3,Yes
9924,Female,10,9,No
9925,Female,22,3,No
9926,Female,14,4,No
9927,Female,13,1,Yes
9928,Female,9,5,No
9929,Female,7,9,Yes
9930,Male,12,2,No
9931,Female,5,4,Yes
9932,Male,18,2,Yes
9933,Female,4,8,No
9934,Female,2,9,Yes
9935,Female,3,3,No
9936,Male,26,9,No
9937,Male,12,6,Yes
9938,Female,3,6,No
9939,Male,4,7,Yes
9940,Female,6,5,No
9941,Female,12,6,Yes
9942,Male,19,1,Yes
9943,Male,10,3,Yes
9944,Male,30,9,No
9945,Male,1,5,Yes
9946,Female,17,5,Yes
9947,Male,16,8,Yes
9948,Male,9,2,Yes
9949,Female,25,7,Yes
9950,Male,21,9,Yes
9951,Male,9,7,Yes
9952,Male,27,5,Yes
9953,Male,23,6,Yes
9954,Female,9,4,No
9955,Female,12,7,Yes
9956,Male,23,1,Yes
9957,Male,9,4,Yes
9958,Female,15,3,No
9959,Male,2,4,Yes
9960,Male,11,1,Yes
9961,Male,11,2,No
9962,Male,8,9,No
9963,Male,23,7,No
9964,Male,6,6,Yes
9965,Male,21,2,Yes
9966,Male,20,1,Yes
9967,Male,7,2,Yes
9968,Female,3,7,No
9969,Female,8,2,No
9970,Female,18,3,Yes
9971,Male,17,8,No
9972,Male,11,7,Yes
9973,Female,2,9,Yes
9974,Male,25,4,Yes
9975,Female,21,7,Yes
9976,Male,27,1,No
9977,Female,24,2,No
9978,Female,19,7,Yes
9979,Female,7,2,Yes
9980,Male,18,6,No
9981,Female,8,9,No
9982,Male,14,5,Yes
9983,Male,7,7,No
9984,Male,28,1,No
9985,Male,21,8,No
9986,Male,28,9,Yes
9987,Male,27,5,No
9988,Male,4,6,No
9989,Female,17,8,No
9990,Female,5,4,No
9991,Female,12,2,No
9992,Male,9,8,Yes
9993,Male,26,2,No
9994,Male,20,5,No
9995,Male,13,6,No
9996,Female,25,5,No
9997,Male,28,6,Yes
9998,Female,18,6,Yes
9999,Male,20,3,Yes
10000,Female,9,3,No
10001,Male,4,9,No
10002,Female,21,3,Yes
10003,Male,27,3,Yes
10004,Female,8,2,Yes
10005,Male,1,7,Yes
10006,Female,17,4,Yes
10007,Female,25,1,Yes
10008,Male,9,6,No
10009,Female,20,5,No
10010,Male,13,2,Yes
10011,Male,2,6,No
10012,Male,13,1,No
10013,Female,9,3,Yes
10014,Female,30,4,Yes
10015,Male,20,3,No
10016,Male,6,6,No
10017,Female,28,4,No
10018,Female,1,1,Yes
10019,Female,28,5,No
10020,Male,25,5,Yes
10021,Male,5,9,Yes
10022,Male,3,8,No
10023,Male,4,8,Yes
10024,Male,1,5,Yes
10025,Female,14,8,Yes
10026,Male,9,7,No
10027,Female,30,1,No
10028,Female,24,7,No
10029,Male,4,8,Yes
10030,Female,18,3,No
10031,Male,14,9,Yes
10032,Female,25,8,No
10033,Male,4,2,Yes
10034,Male,25,6,No
10035,Female,10,4,No
10036,Male,3,3,Yes
10037,Female,23,6,Yes
10038,Male,7,9,No
10039,Male,10,2,No
10040,Male,13,5,Yes
10041,Female,4,6,No
10042,Female,18,4,Yes
10043,Male,11,7,Yes
10044,Female,25,2,Yes
10045,Male,4,7,Yes
10046,Female,24,2,Yes
10047,Female,14,1,Yes
10048,Male,18,5,Yes
10049,Male,8,2,Yes
10050,Male,27,8,Yes
10051,Male,10,8,Yes
10052,Male,5,1,Yes
10053,Female,23,4,Yes
10054,Female,7,9,Yes
10055,Male,12,5,Yes
10056,Male,25,6,Yes
10057,Male,3,3,Yes
10058,Female,26,5,No
10059,Male,4,1,No
10060,Male,10,8,Yes
10061,Female,4,6,No
10062,Female,15,2,No
10063,Female,29,4,No
10064,Female,10,4,Yes
10065,Male,21,9,Yes
10066,Female,30,9,Yes
10067,Female,22,5,No
10068,Male,16,3,No
10069,Male,15,1,Yes
10070,Male,19,6,No
10071,Female,29,8,No
10072,Male,20,1,Yes
10073,Female,19,1,No
10074,Female,18,7,No
10075,Female,26,7,Yes
10076,Male,12,2,No
10077,Female,25,3,Yes
10078,Male,16,2,Yes
10079,Male,1,6,Yes
10080,Male,16,8,Yes
10081,Female,2,8,Yes
10082,Female,24,1,Yes
10083,Female,15,9,Yes
10084,Male,7,8,No
10085,Female,28,9,Yes
10086,Female,1,9,No
10087,Female,5,6,No
10088,Female,10,3,Yes
10089,Female,22,1,No
10090,Male,21,8,Yes
10091,Male,4,3,Yes
10092,Male,14,7,Yes
10093,Male,13,6,Yes
10094,Female,1,3,Yes
10095,Male,16,6,Yes
10096,Female,23,3,No
10097,Male,9,9,No
10098,Male,22,1,No
10099,Male,16,8,No
10100,Female,19,5,No
10101,Female,15,4,Yes
10102,Male,26,1,No
10103,Female,14,9,Yes
10104,Male,20,9,Yes
10105,Male,10,5,Yes
10106,Male,21,9,Yes
10107,Female,12,9,Yes
10108,Male,28,7,Yes
10109,Male,1,8,Yes
10110,Male,21,1,No
10111,Female,17,4,Yes
10112,Male,9,4,Yes
10113,Female,23,9,No
10114,Male,19,3,No
10115,Female,25,1,Yes
10116,Male,18,5,No
10117,Male,28,7,Yes
10118,Female,7,4,Yes
10119,Female,9,9,Yes
10120,Male,22,6,Yes
10121,Female,26,6,No
10122,Male,21,3,No
10123,Male,12,5,No
10124,Male,7,6,Yes
10125,Female,14,4,Yes
10126,Male,15,3,No
10127,Female,15,5,No
10128,Male,6,7,Yes
10129,Female,21,6,No
10130,Female,14,2,No
10131,Male,2,1,Yes
10132,Female,8,5,No
10133,Male,13,5,Yes
10134,Male,23,6,No
10135,Male,6,3,No
10136,Male,5,1,Yes
10137,Male,5,4,Yes
10138,Female,25,4,Yes
10139,Male,1,2,Yes
10140,Female,9,8,Yes
10141,Female,6,6,Yes
10142,Male,20,3,No
10143,Female,26,1,No
10144,Male,30,3,Yes
10145,Female,7,8,Yes
10146,Female,9,4,Yes
10147,Female,5,3,No
10148,Male,14,4,No
10149,Female,5,4,No
10150,Male,8,2,No
10151,Female,7,4,Yes
10152,Female,13,9,No
10153,Female,13,4,No
10154,Female,8,1,No
10155,Male,11,1,Yes
10156,Male,28,1,No
10157,Female,26,5,Yes
10158,Female,18,6,No
10159,Male,25,6,No
10160,Male,19,6,No
10161,Male,6,9,Yes
10162,Male,22,1,No
10163,Female,2,6,No
10164,Female,28,8,Yes
10165,Male,13,8,No
10166,Male,23,3,No
10167,Male,25,5,No
10168,Male,28,4,No
10169,Male,26,1,No
10170,Male,11,9,Yes
10171,Female,1,5,No
10172,Female,24,2,No
10173,Female,2,2,Yes
10174,Male,30,7,Yes
10175,Male,17,4,No
10176,Male,8,1,No
10177,Female,2,5,No
10178,Male,6,2,Yes
10179,Male,22,7,No
10180,Female,5,9,Yes
10181,Male,16,1,Yes
10182,Female,8,2,Yes
10183,Female,19,6,No
10184,Male,16,8,No
10185,Female,13,7,No
10186,Male,26,9,Yes
10187,Female,20,2,No
10188,Male,7,9,No
10189,Female,16,4,Yes
10190,Male,23,3,Yes
10191,Female,16,7,Yes
10192,Female,29,5,Yes
10193,Female,12,5,Yes
10194,Male,14,2,No
10195,Male,24,6,Yes
10196,Female,18,6,No
10197,Male,27,4,Yes
10198,Female,28,5,No
10199,Male,18,7,No
10200,Female,16,8,Yes
10201,Male,20,6,Yes
10202,Female,16,5,No
10203,Female,13,3,Yes
10204,Female,26,7,Yes
10205,Female,29,8,Yes
10206,Male,9,3,Yes
10207,Female,26,5,Yes
10208,Male,28,2,Yes
10209,Male,9,4,Yes
10210,Female,13,4,Yes
10211,Male,29,8,No
10212,Male,4,3,No
10213,Male,9,5,Yes
10214,Female,15,5,Yes
10215,Male,14,2,No
10216,Male,19,9,Yes
10217,Female,12,4,Yes
10218,Female,21,9,Yes
10219,Male,26,9,Yes
10220,Female,25,2,No
10221,Male,6,9,Yes
10222,Male,3,9,No
10223,Male,26,2,Yes
10224,Female,25,6,No
10225,Male,22,9,No
10226,Female,20,4,No
10227,Female,16,2,Yes
10228,Male,30,7,Yes
10229,Female,20,9,Yes
10230,Female,24,6,No
10231,Female,23,4,Yes
10232,Female,17,1,Yes
10233,Female,16,4,No
10234,Male,6,3,Yes
10235,Female,8,7,No
10236,Male,19,5,Yes
10237,Male,30,3,No
10238,Male,25,2,No
10239,Male,26,2,No
10240,Male,2,5,No
10241,Male,14,8,No
10242,Female,22,8,No
10243,Female,12,5,No
10244,Female,17,2,Yes
10245,Male,28,4,No
10246,Female,27,7,Yes
10247,Female,15,6,Yes
10248,Female,18,7,Yes
10249,Male,16,5,No
10250,Female,13,2,Yes
10251,Male,21,8,No
10252,Female,17,2,Yes
10253,Male,8,8,No
10254,Male,1,7,No
10255,Male,29,3,Yes
10256,Female,25,4,No
10257,Female,26,7,Yes
10258,Male,27,4,No
10259,Female,3,9,No
10260,Male,16,7,Yes
10261,Male,28,1,No
10262,Female,2,1,Yes
10263,Female,15,4,Yes
10264,Female,1,9,Yes
10265,Male,9,4,No
10266,Male,16,5,Yes
10267,Female,4,1,Yes
10268,Male,12,2,Yes
10269,Female,1,4,Yes
10270,Male,1,4,No
10271,Female,7,6,No
10272,Female,18,6,Yes
10273,Male,23,8,Yes
10274,Female,28,9,Yes
10275,Female,23,1,Yes
10276,Male,15,1,Yes
10277,Female,26,6,Yes
10278,Male,30,4,No
10279,Female,25,4,Yes
10280,Male,13,1,Yes
10281,Female,16,9,Yes
10282,Female,7,3,Yes
10283,Female,16,5,Yes
10284,Female,13,1,Yes
10285,Male,14,8,No
10286,Male,17,3,No
10287,Male,12,1,Yes
10288,Male,29,6,No
10289,Male,24,1,Yes
10290,Male,24,3,No
10291,Male,20,5,Yes
10292,Female,13,4,Yes
10293,Female,24,7,Yes
10294,Female,20,6,No
10295,Female,15,3,No
10296,Male,24,8,Yes
10297,Male,21,8,Yes
10298,Male,4,2,No
10299,Female,22,7,Yes
10300,Male,2,1,Yes
10301,Female,28,2,Yes
10302,Male,18,8,No
10303,Male,2,1,No
10304,Male,25,2,Yes
10305,Male,15,1,Yes
10306,Female,30,5,No
10307,Female,26,7,Yes
10308,Male,19,6,Yes
10309,Female,15,6,Yes
10310,Male,26,6,Yes
10311,Male,20,8,No
10312,Male,10,5,Yes
10313,Male,28,7,Yes
10314,Female,24,3,Yes
10315,Male,20,9,No
10316,Male,11,3,No
10317,Female,26,6,No
10318,Male,10,3,Yes
10319,Female,29,1,Yes
10320,Male,23,1,Yes
10321,Male,5,3,No
10322,Male,9,4,No
10323,Male,20,2,Yes
10324,Male,19,9,Yes
10325,Male,13,8,No
10326,Female,18,3,Yes
10327,Male,17,7,Yes
10328,Female,27,4,Yes
10329,Female,6,5,No
10330,Male,10,4,Yes
10331,Female,2,9,No
10332,Male,24,7,Yes
10333,Female,6,4,No
10334,Male,28,8,No
10335,Female,28,2,No
10336,Female,21,7,Yes
10337,Male,13,1,Yes
10338,Female,18,8,Yes
10339,Male,7,6,No
10340,Male,2,5,No
10341,Male,29,9,Yes
10342,Male,14,9,No
10343,Male,5,3,No
10344,Female,18,9,Yes
10345,Female,11,9,No
10346,Female,10,2,Yes
10347,Male,11,5,Yes
10348,Female,27,2,No
10349,Female,2,1,Yes
10350,Female,15,7,No
10351,Female,7,4,Yes
10352,Female,9,5,Yes
10353,Male,5,4,Yes
10354,Male,7,6,Yes
10355,Female,20,2,Yes
10356,Male,2,8,Yes
10357,Male,3,4,Yes
10358,Female,2,8,No
10359,Female,21,3,Yes
10360,Male,22,5,Yes
10361,Female,23,3,No
10362,Male,19,7,No
10363,Male,4,3,Yes
10364,Female,24,8,No
10365,Male,20,9,Yes
10366,Male,7,2,Yes
10367,Male,28,3,No
10368,Female,22,7,No
10369,Female,7,5,Yes
10370,Female,17,7,No
10371,Female,19,2,Yes
10372,Male,22,4,Yes
10373,Female,16,1,No
10374,Female,3,5,Yes
10375,Female,15,8,No
10376,Female,14,1,No
10377,Male,15,7,No
10378,Male,14,7,Yes
10379,Male,7,7,Yes
10380,Female,25,1,Yes
10381,Female,3,3,No
10382,Male,30,2,Yes
10383,Female,17,5,No
10384,Female,10,2,No
10385,Male,15,5,Yes
10386,Male,29,5,No
10387,Female,6,4,Yes
10388,Female,28,7,No
10389,Female,17,6,Yes
10390,Male,17,2,No
10391,Male,14,4,No
10392,Male,24,7,Yes
10393,Male,25,9,Yes
10394,Female,18,9,Yes
10395,Male,25,3,Yes
10396,Male,5,1,Yes
10397,Female,29,9,No
10398,Female,8,8,No
10399,Female,7,7,Yes
10400,Male,23,6,Yes
10401,Female,4,7,No
10402,Female,18,9,No
10403,Male,5,6,Yes
10404,Male,16,3,Yes
10405,Female,14,3,Yes
10406,Male,27,4,No
10407,Female,27,8,No
10408,Female,19,9,No
10409,Male,14,8,No
10410,Female,9,2,Yes
10411,Male,6,4,Yes
10412,Male,17,4,Yes
10413,Male,19,2,No
10414,Female,12,8,No
10415,Male,4,3,Yes
10416,Male,16,2,Yes
10417,Female,25,7,No
10418,Female,11,1,Yes
10419,Female,22,6,Yes
10420,Female,4,3,No
10421,Male,17,3,Yes
10422,Male,8,5,No
10423,Male,14,3,Yes
10424,Female,27,4,Yes
10425,Female,2,3,Yes
10426,Male,11,7,No
10427,Female,11,3,No
10428,Female,24,4,No
10429,Male,22,2,No
10430,Male,24,2,Yes
10431,Female,6,9,No
10432,Female,21,1,Yes
10433,Female,21,1,Yes
10434,Male,14,1,Yes
10435,Male,30,3,Yes
10436,Male,10,2,Yes
10437,Male,26,3,Yes
10438,Male,27,5,Yes
10439,Female,8,9,No
10440,Female,7,2,Yes
10441,Female,8,1,No
10442,Male,28,6,Yes
10443,Male,8,3,No
10444,Male,23,7,Yes
10445,Female,2,6,No
10446,Male,27,7,Yes
10447,Male,16,5,No
10448,Female,9,1,No
10449,Male,13,3,No
10450,Female,23,3,Yes
10451,Male,12,7,Yes
10452,Male,27,3,No
10453,Female,22,5,No
10454,Female,25,4,Yes
10455,Female,29,4,Yes
10456,Female,17,7,Yes
10457,Female,27,1,Yes
10458,Female,2,7,Yes
10459,Male,13,8,No
10460,Male,1,3,No
10461,Female,26,3,No
10462,Male,28,4,No
10463,Female,19,6,Yes
10464,Male,11,7,Yes
10465,Female,5,1,No
10466,Male,1,4,Yes
10467,Male,20,7,Yes
10468,Male,30,2,No
10469,Male,13,1,No
10470,Male,8,1,Yes
10471,Female,6,6,No
10472,Female,29,5,Yes
10473,Female,17,1,No
10474,Male,12,3,Yes
10475,Female,1,7,No
10476,Male,3,9,Yes
10477,Male,14,9,Yes
10478,Male,26,6,Yes
10479,Female,8,3,No
10480,Male,11,1,Yes
10481,Female,27,3,Yes
10482,Female,14,2,No
10483,Male,8,5,No
10484,Male,29,8,Yes
10485,Female,3,5,Yes
10486,Female,7,1,No
10487,Female,28,3,No
10488,Female,19,5,Yes
10489,Female,4,7,Yes
10490,Female,25,5,No
10491,Male,16,5,Yes
10492,Female,13,7,Yes
10493,Female,20,8,Yes
10494,Female,19,8,No
10495,Female,5,7,No
10496,Male,23,3,Yes
10497,Male,5,2,Yes
10498,Female,20,1,Yes
10499,Female,24,6,No
10500,Female,4,9,Yes
10501,Male,2,3,No
10502,Male,26,5,Yes
10503,Male,13,9,No
10504,Male,30,9,Yes
10505,Male,16,7,No
10506,Male,22,4,No
10507,Female,2,2,Yes
10508,Male,19,2,No
10509,Male,17,4,Yes
10510,Female,5,1,No
10511,Male,25,4,Yes
10512,Female,18,6,No
10513,Male,28,6,No
10514,Female,23,7,Yes
10515,Female,21,5,No
10516,Female,18,9,Yes
10517,Female,8,2,Yes
10518,Female,27,2,Yes
10519,Male,15,4,No
10520,Male,13,4,No
10521,Female,13,4,No
10522,Female,16,1,Yes
10523,Female,22,4,Yes
10524,Male,20,5,No
10525,Female,13,9,Yes
10526,Female,20,3,No
10527,Female,2,3,No
10528,Female,3,5,Yes
10529,Male,15,6,Yes
10530,Female,23,3,Yes
10531,Female,19,1,Yes
10532,Male,13,8,No
10533,Female,5,1,Yes
10534,Female,26,2,Yes
10535,Male,22,3,Yes
10536,Male,6,6,No
10537,Male,14,4,Yes
10538,Female,4,4,Yes
10539,Female,22,9,No
10540,Male,19,6,No
10541,Male,23,2,No
10542,Male,7,7,Yes
10543,Female,4,3,No
10544,Female,2,9,No
10545,Male,27,6,Yes
10546,Female,7,8,Yes
10547,Male,3,1,No
10548,Female,15,2,Yes
10549,Female,1,6,Yes
10550,Female,2,3,No
10551,Female,10,1,Yes
10552,Male,16,6,Yes
10553,Female,25,5,No
10554,Female,28,9,No
10555,Male,15,6,Yes
10556,Female,24,5,No
10557,Male,15,1,No
10558,Male,14,1,Yes
10559,Female,22,1,Yes
10560,Female,14,7,Yes
10561,Male,6,6,No
10562,Male,14,5,No
10563,Male,17,4,Yes
10564,Female,18,8,Yes
10565,Male,20,8,Yes
10566,Male,19,5,Yes
10567,Male,30,4,No
10568,Female,17,2,No
10569,Male,16,7,No
10570,Female,8,5,No
10571,Female,7,3,No
10572,Male,20,9,No
10573,Female,28,9,Yes
10574,Male,12,8,No
10575,Female,9,1,No
10576,Female,27,3,No
10577,Male,14,2,No
10578,Male,20,4,Yes
10579,Male,1,2,Yes
10580,Female,10,8,No
10581,Female,17,1,Yes
10582,Male,17,4,Yes
10583,Male,17,5,Yes
10584,Female,4,4,Yes
10585,Female,17,8,No
10586,Female,18,2,No
10587,Male,20,9,No
10588,Female,23,2,No
10589,Male,2,2,No
10590,Female,8,2,Yes
10591,Female,13,8,No
10592,Male,23,3,No
10593,Male,25,8,Yes
10594,Male,30,7,Yes
10595,Female,22,4,No
10596,Female,20,7,Yes
10597,Female,22,8,No
10598,Male,15,6,Yes
10599,Female,20,6,No
10600,Male,23,3,No
10601,Male,9,5,No
10602,Male,3,2,No
10603,Female,3,5,Yes
10604,Female,2,5,No
10605,Male,1,7,No
10606,Female,14,4,No
10607,Male,17,6,No
10608,Male,13,9,Yes
10609,Female,19,4,Yes
10610,Male,30,6,No
10611,Male,23,9,No
10612,Female,15,1,Yes
10613,Male,27,8,No
10614,Male,25,1,No
10615,Male,14,4,Yes
10616,Male,2,3,Yes
10617,Male,7,4,Yes
10618,Male,17,7,No
10619,Male,18,9,No
10620,Female,6,9,No
10621,Female,27,1,No
10622,Male,21,1,Yes
10623,Male,8,9,Yes
10624,Female,28,4,Yes
10625,Female,27,3,Yes
10626,Female,2,9,No
10627,Female,1,5,No
10628,Female,16,6,Yes
10629,Male,7,1,No
10630,Female,22,1,Yes
10631,Female,24,7,Yes
10632,Female,11,8,No
10633,Male,15,8,No
10634,Male,13,7,No
10635,Male,30,9,No
10636,Male,24,1,No
10637,Male,2,2,No
10638,Male,14,3,No
10639,Female,24,5,No
10640,Male,6,4,Yes
10641,Male,9,4,Yes
10642,Female,28,8,No
10643,Male,7,8,No
10644,Female,18,7,Yes
10645,Female,24,1,Yes
10646,Male,9,4,Yes
10647,Female,23,1,Yes
10648,Female,4,5,No
10649,Female,9,3,Yes
10650,Female,4,3,Yes
10651,Male,12,4,Yes
10652,Female,4,2,Yes
10653,Male,25,7,No
10654,Female,30,4,Yes
10655,Female,24,5,No
10656,Female,20,2,No
10657,Male,14,6,No
10658,Male,24,9,No
10659,Male,24,8,No
10660,Female,7,8,Yes
10661,Female,26,2,No
10662,Female,13,4,Yes
10663,Female,22,8,Yes
10664,Male,8,1,No
10665,Female,23,8,No
10666,Male,5,3,Yes
10667,Female,12,8,No
10668,Male,13,6,No
10669,Male,29,7,No
10670,Female,20,2,Yes
10671,Female,14,1,Yes
10672,Male,28,6,No
10673,Female,18,3,No
10674,Female,27,4,No
10675,Male,24,9,Yes
10676,Male,25,3,No
10677,Male,20,2,No
10678,Male,4,2,No
10679,Female,21,2,No
10680,Male,18,6,Yes
10681,Male,7,2,No
10682,Male,15,7,No
10683,Female,21,7,Yes
10684,Male,6,7,No
10685,Female,16,2,No
10686,Male,20,7,Yes
10687,Male,24,8,No
10688,Female,8,8,Yes
10689,Male,28,2,No
10690,Male,21,5,No
10691,Female,16,6,No
10692,Male,28,9,Yes
10693,Male,22,6,No
10694,Male,16,6,Yes
10695,Male,3,6,Yes
10696,Female,17,9,Yes
10697,Male,9,7,Yes
10698,Female,25,1,Yes
10699,Male,3,1,Yes
10700,Female,20,4,No
10701,Male,29,2,No
10702,Female,7,3,No
10703,Male,18,7,No
10704,Female,12,7,Yes
10705,Female,19,3,No
10706,Male,16,2,No
10707,Female,22,1,Yes
10708,Male,27,9,No
10709,Male,24,3,Yes
10710,Male,17,9,No
10711,Male,20,4,No
10712,Male,15,6,Yes
10713,Female,1,7,No
10714,Male,2,6,No
10715,Male,8,1,No
10716,Male,22,6,No
10717,Male,25,6,Yes
10718,Male,2,5,No
10719,Male,19,3,Yes
10720,Female,9,3,Yes
10721,Female,9,7,No
10722,Male,13,8,Yes
10723,Female,6,3,No
10724,Male,30,3,Yes
10725,Male,15,7,Yes
10726,Male,19,7,Yes
10727,Male,21,9,Yes
10728,Male,15,6,No
10729,Female,18,7,No
10730,Female,7,1,No
10731,Female,26,7,No
10732,Female,11,2,Yes
10733,Male,8,7,No
10734,Female,6,3,No
10735,Male,8,9,No
10736,Female,2,5,Yes
10737,Female,19,7,Yes
10738,Female,16,8,Yes
10739,Female,7,2,Yes
10740,Male,10,1,Yes
10741,Female,12,7,No
10742,Female,17,6,Yes
10743,Male,7,6,No
10744,Male,22,2,Yes
10745,Female,8,3,Yes
10746,Male,7,4,Yes
10747,Male,4,3,Yes
10748,Male,3,2,Yes
10749,Female,19,3,Yes
10750,Male,15,6,No
10751,Female,4,9,Yes
10752,Female,25,4,Yes
10753,Female,9,6,No
10754,Female,13,1,Yes
10755,Male,18,6,Yes
10756,Female,21,3,No
10757,Male,16,9,No
10758,Female,1,4,Yes
10759,Male,4,7,Yes
10760,Female,18,4,Yes
10761,Male,8,6,Yes
10762,Female,20,7,Yes
10763,Female,16,2,Yes
10764,Male,21,6,No
10765,Female,11,8,No
10766,Female,20,6,No
10767,Female,21,2,No
10768,Male,21,4,Yes
10769,Female,21,1,No
10770,Female,27,7,Yes
10771,Male,19,8,Yes
10772,Male,23,2,No
10773,Male,19,5,Yes
10774,Male,18,8,No
10775,Male,19,8,No
10776,Female,11,5,No
10777,Female,3,8,No
10778,Female,8,6,No
10779,Male,20,5,Yes
10780,Female,19,4,No
10781,Male,10,5,Yes
10782,Male,16,4,Yes
10783,Female,5,1,Yes
10784,Male,20,3,Yes
10785,Male,9,8,No
10786,Female,8,7,Yes
10787,Male,11,7,No
10788,Male,16,3,Yes
10789,Female,7,9,No
10790,Male,15,6,No
10791,Male,24,8,No
10792,Female,29,8,No
10793,Female,21,3,No
10794,Female,20,4,Yes
10795,Female,23,6,Yes
10796,Male,17,2,Yes
10797,Male,6,7,Yes
10798,Female,15,2,No
10799,Male,8,5,Yes
10800,Male,7,4,Yes
10801,Female,2,9,Yes
10802,Female,30,2,Yes
10803,Male,13,7,Yes
10804,Female,30,7,No
10805,Female,23,7,No
10806,Female,29,1,Yes
10807,Male,6,8,No
10808,Female,29,2,Yes
10809,Male,5,5,No
10810,Male,20,2,No
10811,Male,1,5,Yes
10812,Female,29,7,No
10813,Female,18,6,Yes
10814,Female,15,5,Yes
10815,Female,23,4,No
10816,Female,10,8,No
10817,Male,3,8,No
10818,Male,5,1,No
10819,Male,24,2,Yes
10820,Female,29,3,Yes
10821,Male,13,1,Yes
10822,Male,8,3,Yes
10823,Female,22,8,Yes
10824,Female,21,4,Yes
10825,Male,29,7,No
10826,Male,2,7,Yes
10827,Female,9,5,Yes
10828,Female,17,1,No
10829,Female,27,4,No
10830,Female,18,7,Yes
10831,Male,13,5,Yes
10832,Male,1,2,No
10833,Female,12,8,Yes
10834,Male,20,2,No
10835,Male,20,8,No
10836,Female,21,2,No
10837,Male,5,5,Yes
10838,Male,8,4,Yes
10839,Male,27,1,No
10840,Female,15,8,No
10841,Female,27,3,Yes
10842,Male,3,4,Yes
10843,Female,6,4,Yes
10844,Female,28,5,No
10845,Female,13,3,No
10846,Male,12,9,No
10847,Male,19,4,Yes
10848,Female,29,4,No
10849,Male,18,6,No
10850,Male,24,8,No
10851,Male,1,7,Yes
10852,Male,25,4,No
10853,Male,27,4,No
10854,Female,7,5,Yes
10855,Male,12,5,No
10856,Male,10,1,Yes
10857,Male,29,8,Yes
10858,Female,12,5,No
10859,Female,11,3,Yes
10860,Female,4,3,No
10861,Male,19,4,Yes
10862,Female,6,7,No
10863,Female,25,5,Yes
10864,Female,9,1,Yes
10865,Female,20,5,Yes
10866,Male,10,5,No
10867,Female,5,6,No
10868,Female,27,7,No
10869,Male,13,5,Yes
10870,Male,9,2,Yes
10871,Female,2,2,No
10872,Male,18,4,No
10873,Female,21,1,Yes
10874,Male,1,7,Yes
10875,Male,24,1,Yes
10876,Female,21,3,No
10877,Male,12,7,Yes
10878,Female,10,6,No
10879,Male,2,7,Yes
10880,Female,28,5,No
10881,Male,9,8,Yes
10882,Male,2,6,Yes
10883,Male,23,4,No
10884,Male,24,1,Yes
10885,Male,30,2,Yes
10886,Female,22,6,Yes
10887,Male,14,4,No
10888,Female,11,3,Yes
10889,Female,23,7,No
10890,Female,11,7,Yes
10891,Male,17,2,Yes
10892,Female,4,8,No
10893,Male,13,1,No
10894,Female,7,7,No
10895,Female,16,1,No
10896,Female,1,3,No
10897,Female,13,3,No
10898,Female,1,2,Yes
10899,Male,11,5,Yes
10900,Female,6,4,Yes
10901,Female,20,6,Yes
10902,Male,3,2,No
10903,Male,12,4,Yes
10904,Male,5,7,Yes
10905,Female,9,1,Yes
10906,Female,26,3,No
10907,Female,26,1,No
10908,Female,12,2,Yes
10909,Female,30,9,No
10910,Female,30,5,Yes
10911,Male,28,4,No
10912,Male,27,4,Yes
10913,Female,10,8,No
10914,Female,19,3,Yes
10915,Female,5,4,Yes
10916,Female,26,2,No
10917,Female,5,6,No
10918,Male,9,9,No
10919,Male,27,4,No
10920,Female,28,6,Yes
10921,Male,26,4,Yes
10922,Female,27,2,Yes
10923,Female,20,6,Yes
10924,Female,17,7,Yes
10925,Male,10,4,Yes
10926,Male,21,7,Yes
10927,Female,1,8,Yes
10928,Male,22,3,No
10929,Male,28,2,Yes
10930,Female,16,5,No
10931,Male,26,2,No
10932,Male,26,5,No
10933,Female,15,6,No
10934,Female,23,8,Yes
10935,Male,17,6,No
10936,Female,26,4,Yes
10937,Male,20,3,Yes
10938,Female,25,2,No
10939,Female,13,1,Yes
10940,Female,1,2,Yes
10941,Female,25,2,No
10942,Male,8,5,No
10943,Female,5,9,Yes
10944,Female,6,1,Yes
10945,Female,23,4,Yes
